"timestamp","system_time","lat","lon","speed","bearing","provider"
"1540003168986","1540003185797","43.0054587","-78.7879716","0.0","0.0","network"
"1540003185564","1540003204657","43.0023091","-78.7853895","0.0","0.0","network"
"1540003208000","1540003207677","43.0030042","-78.7867858","0.0","0.0","gps"
"1540003209000","1540003208674","43.00292119","-78.78673588","0.0","0.0","gps"
"1540003210000","1540003209682","43.00287151","-78.78670632","0.0","0.0","gps"
"1540003211000","1540003210678","43.00290751","-78.78669643","0.0","0.0","gps"
"1540003212000","1540003211673","43.0028869","-78.78668549","0.0","0.0","gps"
"1540003213000","1540003212674","43.00292011","-78.78668779","0.0","0.0","gps"
"1540003214000","1540003213674","43.00283561","-78.78664841","0.0","0.0","gps"
"1540003217000","1540003216678","43.00284293","-78.78662525","3.75","66.2","gps"
"1540003218000","1540003217677","43.00285144","-78.78659998","2.75","54.2","gps"
"1540003219000","1540003218679","43.00293463","-78.78650202","3.0","49.6","gps"
"1540003220000","1540003219669","43.00297628","-78.78645604","3.0","40.3","gps"
"1540003221000","1540003220676","43.00301173","-78.78639715","3.75","35.0","gps"
"1540003222000","1540003221678","43.00305056","-78.78633828","5.75","54.2","gps"
"1540003223000","1540003222677","43.00308496","-78.78628491","6.0","61.3","gps"
"1540003224000","1540003223679","43.00308893","-78.78625275","4.75","69.4","gps"
"1540003225000","1540003224896","43.00309224","-78.78619228","4.0","82.9","gps"
"1540003224651","1540003225457","43.0120536","-78.7895892","0.0","0.0","network"
"1540003226000","1540003225678","43.00307176","-78.7861604","3.75","97.1","gps"
"1540003227000","1540003226679","43.00308564","-78.78608309","4.5","85.3","gps"
"1540003228000","1540003227677","43.00310864","-78.78603778","4.75","77.8","gps"
"1540003229000","1540003228677","43.00319385","-78.78600495","6.0","37.9","gps"
"1540003230000","1540003229679","43.00327864","-78.78599534","7.25","19.9","gps"
"1540003231000","1540003230685","43.0033696","-78.78594846","9.0","4.9","gps"
"1540003232000","1540003231676","43.00344809","-78.78590945","9.25","4.4","gps"
"1540003233000","1540003232673","43.00355397","-78.78591558","9.75","1.2","gps"
"1540003234000","1540003233678","43.0036211","-78.78590088","9.5","3.0","gps"
"1540003235000","1540003234677","43.0037655","-78.78590573","12.5","359.7","gps"
"1540003236000","1540003235677","43.0038928","-78.78592009","12.5","359.0","gps"
"1540003237000","1540003236679","43.00401399","-78.78591356","13.0","0.1","gps"
"1540003238000","1540003237677","43.00412146","-78.78590381","13.0","0.1","gps"
"1540003239000","1540003238684","43.00425711","-78.7859095","13.0","359.9","gps"
"1540003240000","1540003239675","43.00438445","-78.78591628","13.75","358.8","gps"
"1540003241000","1540003240676","43.00452039","-78.78591578","13.0","359.5","gps"
"1540003242000","1540003241678","43.00465631","-78.78591052","13.75","359.8","gps"
"1540003243000","1540003242672","43.00476746","-78.78590911","12.5","358.9","gps"
"1540003244000","1540003243676","43.0048821","-78.78590776","11.75","0.9","gps"
"1540003245000","1540003244675","43.00497545","-78.78591157","10.25","359.9","gps"
"1540003244650","1540003245449","43.0011912","-78.7980869","0.0","0.0","network"
"1540003246000","1540003245678","43.00506366","-78.78588546","9.75","2.6","gps"
"1540003247000","1540003246678","43.0051441","-78.78588061","9.25","2.9","gps"
"1540003248000","1540003247683","43.00519002","-78.78583998","7.5","15.0","gps"
"1540003249000","1540003248677","43.00525396","-78.78581259","7.75","19.2","gps"
"1540003250000","1540003249677","43.00531171","-78.78577223","8.0","25.8","gps"
"1540003251000","1540003250678","43.00537635","-78.78574747","7.5","21.3","gps"
"1540003252000","1540003251683","43.00542194","-78.7857108","6.75","19.5","gps"
"1540003253000","1540003252676","43.00547565","-78.78568546","6.5","13.8","gps"
"1540003254000","1540003253679","43.00554333","-78.78572713","6.75","342.1","gps"
"1540003255000","1540003254675","43.00559941","-78.78581228","7.25","312.6","gps"
"1540003256000","1540003255680","43.00561335","-78.78589168","7.25","287.7","gps"
"1540003257000","1540003256674","43.0056489","-78.78600393","7.75","287.6","gps"
"1540003258000","1540003257676","43.00564521","-78.78611071","7.75","275.7","gps"
"1540003259000","1540003258678","43.00563339","-78.78620187","7.75","271.4","gps"
"1540003260000","1540003259679","43.00561459","-78.78629864","8.0","266.6","gps"
"1540003261000","1540003260675","43.00555913","-78.78644759","10.5","257.9","gps"
"1540003262000","1540003261679","43.00555313","-78.78660001","11.0","259.3","gps"
"1540003263000","1540003262677","43.00554267","-78.78677505","12.25","262.9","gps"
"1540003264000","1540003263677","43.00548466","-78.78691041","13.0","260.9","gps"
"1540003265000","1540003264691","43.00552781","-78.78708709","13.25","266.5","gps"
"1540003266000","1540003265673","43.00549816","-78.78735604","16.0","265.7","gps"
"1540003267000","1540003266677","43.00555327","-78.78755214","16.0","271.2","gps"
"1540003268000","1540003267677","43.00557292","-78.7877166","15.0","272.0","gps"
"1540003269000","1540003268677","43.00560857","-78.78788979","15.0","274.3","gps"
"1540003270000","1540003269677","43.00560124","-78.78809112","15.5","272.0","gps"
"1540003271000","1540003270678","43.00560585","-78.78826016","15.0","272.2","gps"
"1540003272000","1540003271672","43.00557488","-78.78841101","14.0","269.1","gps"
"1540003273000","1540003272682","43.00561954","-78.7885815","14.0","273.6","gps"
"1540003274000","1540003273676","43.00563228","-78.78868709","12.5","275.1","gps"
"1540003275000","1540003274675","43.00570832","-78.78891643","13.75","281.9","gps"
"1540003276000","1540003275678","43.00558818","-78.78899777","11.75","266.0","gps"
"1540003277000","1540003276678","43.00561435","-78.78916215","11.75","270.6","gps"
"1540003278000","1540003277679","43.00551356","-78.78923999","10.75","258.1","gps"
"1540003279000","1540003278673","43.00555019","-78.78934057","9.75","265.5","gps"
"1540003280000","1540003279678","43.00558164","-78.78940802","8.75","271.5","gps"
"1540003281000","1540003280680","43.00556751","-78.78942666","7.25","268.9","gps"
"1540003282000","1540003281681","43.00553932","-78.7896328","9.75","265.2","gps"
"1540003283000","1540003282691","43.00554016","-78.78967989","8.25","266.3","gps"
"1540003284000","1540003283671","43.00548128","-78.78973523","8.0","257.2","gps"
"1540003285000","1540003284677","43.00551684","-78.78992462","9.75","265.9","gps"
"1540003286000","1540003285674","43.00550539","-78.79012723","11.75","265.7","gps"
"1540003287000","1540003286703","43.0055402","-78.79029068","12.0","270.0","gps"
"1540003288000","1540003287700","43.00554399","-78.79050925","14.25","270.1","gps"
"1540003289000","1540003288672","43.00557436","-78.79072036","15.5","272.2","gps"
"1540003290000","1540003289675","43.00560916","-78.79091199","15.75","274.0","gps"
"1540003291000","1540003290677","43.00567774","-78.79114415","16.75","277.3","gps"
"1540003292000","1540003291678","43.005673","-78.79135871","16.75","275.4","gps"
"1540003293000","1540003292673","43.0056305","-78.79161861","18.0","271.4","gps"
"1540003294000","1540003293679","43.00557862","-78.79185965","18.5","268.0","gps"
"1540003295000","1540003294678","43.00556602","-78.79218162","20.25","268.8","gps"
"1540003296000","1540003295677","43.00556287","-78.79239478","19.5","268.9","gps"
"1540003297000","1540003296678","43.005528","-78.79257382","18.5","268.0","gps"
"1540003298000","1540003297674","43.00552704","-78.79278826","18.5","268.1","gps"
"1540003299000","1540003298680","43.00545376","-78.79297903","18.75","264.4","gps"
"1540003300000","1540003299676","43.00541728","-78.79324338","19.0","259.9","gps"
"1540003301000","1540003300676","43.00542656","-78.79349513","19.5","260.8","gps"
"1540003302000","1540003301677","43.00540076","-78.79371419","19.75","261.3","gps"
"1540003303000","1540003302681","43.00539166","-78.79393671","19.5","261.8","gps"
"1540003304000","1540003303681","43.0053753","-78.79419967","20.25","261.9","gps"
"1540003305000","1540003304677","43.0054049","-78.79448193","21.0","264.3","gps"
"1540003306000","1540003305677","43.00529107","-78.79478652","22.5","260.5","gps"
"1540003307000","1540003306671","43.00523455","-78.79503586","22.0","259.2","gps"
